代號	名稱	成交量	開盤價	最高	最低	收盤價	漲跌 	本益比	連續漲跌	連續漲跌(%)
6792	詠業	95	84.6	84.6	83.2	84.5	+1.7	12.66	連4跌→漲	+2.05%
8011	台通	1626	14.25	15.15	14.25	14.90	+0.75	-	連3跌→漲	+5.30%
8101	華冠	197	2.20	2.20	2.17	2.17	0.00	6.20	連2平	0.00%
*** 28	電子零組件業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=28
1471	首利	2349	9.35	9.68	9.29	9.38	+0.13	-	跌→漲	+1.41%
1582	信錦	232	64.0	64.0	63.3	64.0	+1.4	27.34	連3漲	+4.92%
2059	川湖	199	447.0	455.0	446.5	453.0	+3.5	16.80	連2漲	+1.80%
2308	台達電	5287	265.0	265.0	262.0	262.5	+1.5	25.77	跌→漲	+0.57%
2313	華通	48374	49.05	50.6	48.40	49.15	+0.60	9.50	連3漲	+3.36%
2316	楠梓電	67	27.55	27.80	27.55	27.75	+0.30	8.45	跌→漲	+1.09%
2327	國巨	2643	320.0	325.0	319.5	323.0	+6.0	7.08	跌→漲	+1.89%
2328	廣宇	957	34.20	34.85	34.20	34.75	+0.85	17.30	平→漲	+2.51%
2355	敬鵬	447	28.60	28.90	28.45	28.65	+0.50	28.43	跌→漲	+1.78%
2367	燿華	1984	16.55	17.00	16.45	16.90	+0.65	-	連3跌→漲	+4.00%
2368	金像電	30724	71.2	73.7	70.2	72.0	0.0	12.39	連4跌→平	0.00%
2375	凱美	605	52.0	52.9	51.8	52.2	+0.5	5.94	平→漲	+0.97%
2383	台光電	1409	162.0	164.5	161.0	163.5	+1.5	9.48	連2漲	+1.24%
2385	群光	1444	78.2	78.7	78.0	78.2	+0.2	8.77	連3漲	+2.09%
2392	正崴	464	32.00	32.15	31.80	32.10	+0.45	16.84	連3跌→漲	+1.42%
2402	毅嘉	1360	15.10	15.25	14.70	14.80	+0.20	18.02	連2漲	+4.23%
2413	環科	86	18.75	19.00	18.75	18.90	+0.15	37.50	連2漲	+3.28%
2415	錩新	66	29.10	29.60	29.00	29.25	+0.70	10.31	跌→漲	+2.45%
2420	新巨	74	41.60	41.70	41.30	41.50	+0.20	10.15	跌→漲	+0.48%
2421	建準	2289	42.30	42.60	41.25	41.25	-0.45	21.38	連3跌	-1.43%
2428	興勤	322	140.0	141.5	139.0	139.0	-0.5	11.41	連2漲→跌	-0.36%
2431	聯昌	221	10.05	10.25	10.05	10.15	+0.15	-	連3跌→漲	+1.50%
2440	太空梭	938	14.15	14.75	14.15	14.55	+0.45	24.31	連3跌→漲	+3.19%
2457	飛宏	6827	36.50	38.30	36.50	37.60	+1.65	-	連3跌→漲	+4.59%
2460	建通	73	15.90	16.30	15.90	16.10	+0.20	13.71	連3跌→漲	+1.26%
2462	良得電	184	25.95	26.45	25.85	26.30	+0.70	17.90	跌→漲	+2.73%
2467	志聖	64	43.80	44.25	43.65	44.05	+0.75	9.89	連2跌→漲	+1.73%
2472	立隆電	159	52.6	53.5	52.6	53.4	+1.2	8.06	連3跌→漲	+2.30%
2476	鉅祥	12969	49.90	53.9	49.70	53.9	+4.9	12.69	連2漲	+12.17%
2478	大毅	91	42.55	42.85	42.40	42.60	+0.65	6.60	連4跌→漲	+1.55%
2483	百容	344	24.10	24.35	24.00	24.05	+0.05	16.78	連3跌→漲	+0.21%
2484	希華	973	36.15	36.70	36.10	36.60	+0.75	11.60	連2漲	+2.52%
2492	華新科	931	95.5	96.6	95.1	96.2	+1.5	6.73	跌→漲	+1.58%
2493	揚博	143	43.50	43.50	42.90	43.05	+0.25	12.16	連2漲	+0.70%
3003	健和興	2864	81.9	83.3	81.4	81.8	+0.5	15.14	連2漲	+1.87%
3011	今皓	1864	21.55	22.90	21.55	22.50	+1.25	24.43	跌→漲	+5.88%
3015	全漢	68	35.80	36.30	35.80	36.30	+0.55	8.83	連3跌→漲	+1.54%
3021	鴻名	29	20.60	20.60	20.15	20.30	+0.25	12.45	平→漲	+1.25%
3023	信邦	686	272.5	276.0	270.5	271.0	-0.5	25.07	漲→跌	-0.18%
3026	禾伸堂	182	88.5	89.5	88.5	89.3	+0.3	8.36	連4跌→漲	+0.34%
3032	偉訓	34	29.45	29.50	29.20	29.40	+0.25	11.08	平→漲	+0.86%
3037	欣興	40124	148.5	154.0	147.5	150.5	+4.5	9.40	連6跌→漲	+3.08%
3042	晶技	953	86.5	87.0	86.0	86.7	+0.7	8.44	連3跌→漲	+0.81%
3044	健鼎	767	101.0	101.5	99.9	101.0	+1.2	8.90	跌→漲	+1.20%
3058	立德	313	10.80	11.20	10.80	11.00	+0.05	-	連2漲	+0.92%
3090	日電貿	126	46.55	46.95	46.40	46.85	+0.80	9.32	連4跌→漲	+1.74%
3092	鴻碩	317	40.00	41.25	40.00	40.20	+0.35	1992.50	連3跌→漲	+0.88%
3229	晟鈦	209	23.20	25.45	23.20	25.45	+2.30	-	連3漲	+10.89%
3296	勝德	420	14.95	15.50	14.90	15.35	+0.55	-	連2漲	+4.42%
3308	聯德	25	13.10	13.60	13.00	13.50	+0.15	-	連3跌→漲	+1.12%
3321	同泰	524	11.25	11.90	11.25	11.35	+0.10	-	連4跌→漲	+0.89%
3338	泰碩	362	41.75	42.90	41.75	42.30	+1.20	15.17	跌→漲	+2.92%
3376	新日興	154	80.3	80.7	79.7	80.2	+0.9	12.69	跌→漲	+1.13%
3432	台端	7205	18.70	19.40	18.50	19.40	+1.75	10.76	連3漲	+32.88%
3501	維熹	27	42.75	43.40	42.75	43.15	+0.35	13.29	連3跌→漲	+0.82%
3533	嘉澤	627	644	664	644	654	+21	16.70	跌→漲	+3.32%
3550	聯穎	91	14.40	14.80	14.40	14.80	+0.30	41.43	連2漲	+2.42%
3593	力銘	31	13.65	13.80	13.60	13.80	+0.05	-	連2跌→漲	+0.36%
3605	宏致	192	37.30	38.15	37.30	38.05	+0.95	9.54	連3跌→漲	+2.56%
3607	谷崧	557	12.50	13.25	12.50	12.80	+0.40	-	跌→漲	+3.23%
3645	達邁	706	38.00	38.95	38.00	38.65	+0.75	14.92	連3跌→漲	+1.98%
3653	健策	1638	378.0	381.5	370.5	374.5	+2.0	31.62	連3漲	+3.31%
3679	新至陞	199	81.3	81.8	78.3	79.5	-0.5	7.80	漲→跌	-0.63%
4545	銘鈺	49	27.80	28.40	27.60	28.20	+0.40	17.82	連2漲	+1.99%
4912	聯德控股-KY	90	109.5	113.0	109.5	112.0	+3.0	16.01	平→漲	+2.75%
4915	致伸	5092	69.9	70.0	69.0	69.7	+0.7	13.40	連2漲	+1.60%
4927	泰鼎-KY	1265	55.8	57.3	55.4	56.7	+1.0	6.46	連4跌→漲	+1.80%
4943	康控-KY	221	15.90	16.25	15.70	16.00	+0.20	-	連4跌→漲	+1.27%
4958	臻鼎-KY	2638	112.0	114.0	112.0	113.5	+2.0	9.96	跌→漲	+1.79%
4989	榮科	161	26.00	26.45	26.00	26.35	+0.45	5.78	連3跌→漲	+1.74%
4999	鑫禾	180	36.50	36.50	36.00	36.15	+0.85	14.35	跌→漲	+2.41%
5469	瀚宇博	1506	31.55	32.05	31.55	31.90	+0.50	4.58	連3跌→漲	+1.59%
6108	競國	61	17.20	17.25	17.10	17.15	+0.25	11.58	連3跌→漲	+1.48%
6115	鎰勝	68	40.90	41.10	40.90	40.95	+0.10	15.02	跌→漲	+0.24%
6133	金橋	5906	25.85	25.85	24.50	24.85	-1.05	-	連3漲→跌	-4.05%
6141	柏承	49	22.35	23.00	22.35	22.90	+0.15	9.32	跌→漲	+0.66%
6153	嘉聯益	1146	22.40	22.75	22.15	22.60	+0.65	-	平→漲	+2.96%
6155	鈞寶	57	20.80	21.25	20.80	21.25	+0.50	14.51	連3跌→漲	+2.41%
6191	精成科	1796	29.45	29.75	29.30	29.40	+0.35	4.75	連2漲	+2.44%
6197	佳必琪	251	37.30	37.70	36.70	36.85	+0.70	12.38	連2漲	+3.22%
6205	詮欣	2493	71.1	74.7	71.0	74.4	+3.4	23.05	連2漲	+8.45%
6213	聯茂	2900	62.0	62.7	61.1	61.4	0.0	8.14	連3跌→平	0.00%
6224	聚鼎	131	64.0	65.1	64.0	64.0	+0.6	12.10	連3跌→漲	+0.95%
6251	定穎	2556	19.60	20.10	19.60	19.90	+0.70	8.61	連4跌→漲	+3.65%
6269	台郡	1568	93.8	94.2	91.8	91.8	-0.7	9.74	連2跌	-1.61%
6282	康舒	3662	29.90	30.35	29.90	29.95	+0.05	21.99	連3跌→漲	+0.17%
6412	群電	196	72.8	72.8	71.6	71.9	-0.1	9.14	連4跌	-2.18%
6449	鈺邦	90	40.70	40.70	39.85	39.95	-0.05	11.08	漲→跌	-0.13%
6672	騰輝電子-KY	119	62.8	63.2	62.2	62.4	+0.8	5.82	連4跌→漲	+1.30%
6715	嘉基	301	152.5	156.0	150.0	155.0	+4.5	44.13	連2漲	+4.73%
6781	AES-KY	850	980	1,050	980	1,020	+53	32.19	連3漲	+6.47%
8039	台虹	97	40.85	41.10	40.85	40.95	+0.20	10.67	跌→漲	+0.49%
8046	南電	12020	241.0	249.0	240.0	244.0	+9.5	9.83	連2漲	+4.27%
8103	瀚荃	768	35.00	35.30	34.80	35.20	+0.75	8.14	連3漲	+6.13%
8213	志超	362	36.60	36.85	36.50	36.80	+0.35	4.16	連2漲	+1.38%
8249	菱光	43	20.90	21.00	20.80	20.85	+0.25	17.91	平→漲	+1.21%
*** 29	電子通路業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=29
2347	聯強	5078	54.6	56.0	54.6	55.7	+1.2	5.26	平→漲	+2.20%
2414	精技	74	30.45	30.90	30.45	30.85	+0.40	9.31	連3漲	+5.29%
3010	華立	264	86.7	88.2	86.7	88.2	+1.5	6.79	平→漲	+1.73%
3028	增你強	172	29.70	30.40	29.70	30.35	+0.45	6.94	連3跌→漲	+1.51%
3033	威健	1315	26.10	26.50	26.10	26.40	+0.50	5.58	連3跌→漲	+1.93%
3036	文曄	1339	69.0	69.8	69.0	69.3	+0.8	7.45	連2漲	+1.46%
3036A	文曄甲特	33	47.80	47.80	47.75	47.80	0.00	-	連3平	0.00%
3048	益登	665	28.50	29.15	28.50	29.10	+0.60	6.54	連3跌→漲	+2.11%
3055	蔚華科	54	26.15	26.80	25.90	26.40	+0.50	-	跌→漲	+1.93%
3209	全科	890	34.70	35.00	34.60	35.00	+0.50	7.67	連2漲	+2.04%
3312	弘憶股	669	17.80	18.25	17.80	18.05	+0.40	4.69	連3跌→漲	+2.27%
3528	安馳	5	49.00	49.50	49.00	49.30	+0.30	10.65	連2漲	+0.82%
3702	大聯大	2797	50.0	51.0	49.90	50.7	+0.8	7.50	連3跌→漲	+1.50%
3702A	大聯大甲特	119	48.20	48.25	48.15	48.15	0.00	-	連2平	0.00%
5434	崇越	229	154.5	157.5	154.5	157.0	+3.0	10.04	平→漲	+1.95%
6189	豐藝	231	38.10	38.70	38.10	38.70	+0.60	8.60	連3跌→漲	+1.57%
6281	全國電	81	80.7	81.0	80.5	80.8	+0.1	13.00	跌→漲	+0.12%
6776	展碁國際	58	38.85	39.15	38.80	39.10	0.00	8.21	跌→平	0.00%
8070	長華*	267	32.00	32.40	31.90	32.25	+0.50	10.51	連3跌→漲	+1.57%
8072	陞泰	19	22.40	22.60	22.40	22.45	+0.35	37.46	跌→漲	+1.58%
8112	至上	1581	36.45	36.85	36.45	36.70	+0.05	5.31	連3跌→漲	+0.14%
8112A	至上甲特	30	41.65	41.80	41.65	41.80	+0.10	-	平→漲	+0.24%
*** 30	資訊服務業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=30
2427	三商電	241	12.20	12.55	12.20	12.55	+0.35	12.20	跌→漲	+2.87%
2453	凌群	384	25.60	26.80	25.60	26.40	+0.95	10.52	連3跌→漲	+3.73%
2468	華經	33	12.95	13.00	12.90	12.95	+0.05	18.97	跌→漲	+0.39%
2471	資通	89	27.35	27.35	26.95	27.05	+0.10	10.45	連2平→漲	+0.37%
2480	敦陽科	334	84.9	85.9	84.5	85.9	+1.4	12.61	連3跌→漲	+1.66%
3029	零壹	681	41.10	41.15	40.00	40.70	+0.10	10.46	連2漲	+3.96%
3130	一零四	12	191.0	192.5	191.0	192.0	+1.5	14.55	連3漲	+3.23%
4994	傳奇	38	40.10	40.90	40.10	40.40	+0.75	22.79	連2漲	+2.02%
5203	訊連	32	89.0	89.1	88.5	89.1	+0.7	-	連3跌→漲	+0.79%
6112	聚碩	59	34.00	34.15	34.00	34.00	+0.30	14.16	連2跌→漲	+0.89%
6183	關貿	55	60.1	60.7	59.6	59.9	+0.3	18.86	連4跌→漲	+0.50%
6214	精誠	125	71.5	72.2	71.2	72.2	+0.7	17.31	跌→漲	+0.98%
*** 31	其他電子業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=31
2312	金寶	2297	12.40	12.55	12.40	12.55	+0.20	68.61	連2漲	+2.45%
2317	鴻海	24835	108.5	109.0	108.0	108.0	0.0	10.65	跌→平	0.00%
2354	鴻準	1994	48.25	48.95	48.25	48.85	+0.90	15.62	連3跌→漲	+1.88%
2359	所羅門	13181	27.35	29.95	27.25	29.95	+2.70	18.79	連2漲	+10.93%
2360	致茂	492	175.0	176.0	173.0	173.0	-0.5	26.21	連2平→跌	-0.29%
2373	震旦行	22	84.6	85.5	84.6	85.1	+0.1	13.98	連2漲	+0.24%
2390	云辰	1200	14.05	14.40	13.95	14.35	+0.50	-	跌→漲	+3.61%
2404	漢唐	312	147.5	151.5	147.5	151.0	+3.5	10.85	連3跌→漲	+2.37%
2423	固緯	142	26.15	26.35	25.85	26.05	+0.15	11.88	連3漲	+1.56%
2433	互盛電	16	48.35	48.60	48.30	48.55	+0.25	12.64	連3跌→漲	+0.52%
2459	敦吉	37	47.15	47.55	47.15	47.50	+0.15	9.57	連2跌→漲	+0.32%
2461	光群雷	172	18.55	18.80	18.40	18.65	+0.25	8.72	連4跌→漲	+1.36%
2464	盟立	149	37.65	38.15	37.65	38.10	+0.65	13.19	連4跌→漲	+1.74%
2474	可成	1214	171.0	171.5	170.0	170.5	+1.0	15.23	連3漲	+1.49%
2477	美隆電	51	21.00	21.10	20.90	21.10	+0.15	23.54	跌→漲	+0.72%
2482	連宇	29730	28.50	30.70	28.30	29.65	+1.65	18.92	連3跌→漲	+5.89%
2488	漢平	502	28.45	29.25	28.45	29.25	+0.80	15.38	連2漲	+3.72%
3018	同開	55	10.40	11.00	10.40	10.95	+0.20	-	跌→漲	+1.86%
3030	德律	408	58.3	59.0	58.3	58.9	+0.9	8.26	連2漲	+1.73%
3043	科風	325	4.31	4.50	4.31	4.40	+0.07	9.21	跌→漲	+1.62%
3305	昇貿	770	51.4	53.4	51.4	53.0	+2.0	7.67	連4跌→漲	+3.92%
3518	柏騰	295	19.15	19.35	18.85	19.00	-0.15	27.75	漲→跌	-0.78%
3617	碩天	252	79.2	81.4	79.0	80.0	+1.2	-	連3漲	+4.99%
3665	貿聯-KY	2015	308.0	316.0	306.5	315.0	+8.5	20.47	連2漲	+4.13%
5225	東科-KY	25	21.00	21.00	20.65	20.85	+0.20	2.45	平→漲	+0.97%
6139	亞翔	506	30.80	31.45	30.80	31.35	+0.55	13.05	連2漲	+2.96%
6192	巨路	72	68.4	68.4	67.4	67.8	+0.3	8.12	連3跌→漲	+0.44%
6196	帆宣	365	109.5	112.0	109.5	110.5	+2.0	12.39	連2平→漲	+1.84%
6201	亞弘電	34	39.30	39.95	39.30	39.75	+0.60	10.97	跌→漲	+1.53%
6215	和椿	100	22.20	22.50	22.20	22.40	+0.35	8.58	連3跌→漲	+1.59%
6283	淳安	231	30.25	31.10	30.20	30.50	+1.05	-	連3跌→漲	+3.57%
6409	旭隼	90	1,435	1,470	1,425	1,460	+55	50.29	跌→漲	+3.91%
6438	迅得	178	87.7	88.5	87.4	88.1	+1.1	9.03	連2漲	+2.44%
6558	興能高	50	21.35	21.50	21.20	21.35	+0.40	-	連3跌→漲	+1.91%
6691	洋基工程	176	160.0	162.5	159.0	159.0	-1.0	9.55	漲→跌	-0.63%
6698	旭暉應材	33	28.55	29.20	28.55	29.20	+0.65	150.26	連3跌→漲	+2.28%
6743	安普新	55	35.90	36.80	35.90	36.50	+0.60	-	連3漲	+4.23%
8021	尖點	272	28.45	28.75	28.30	28.30	+0.30	8.64	平→漲	+1.07%
8201	無敵	454	12.55	12.85	12.45	12.50	0.00	7.53	跌→平	0.00%
8499	鼎炫-KY	16	112.5	114.5	112.5	114.0	+1.5	7.59	連2漲	+1.79%
*** CB	可轉換公司債 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=CB
*** MS	大盤統計資訊 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=MS
